schema,model,mode,T,P,prime_f1,prime_recall,prime_precision,strategy,exact_f1,exact_recall,exact_precision,relaxed_f1,relaxed_recall,relaxed_precision,questions,minutes,keys
teams_half,DeepSeek-R1-Distill-Llama-70B,prime,11,3,1.0000,1.0000,1.0000,DA-BB,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,7,7.4540,"half,tmID,year"
teams_half,DeepSeek-R1-Distill-Llama-70B,prime,11,3,1.0000,1.0000,1.0000,Agg.,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,22,23.4327,"half,tmID,year"
teams_half,DeepSeek-R1-Distill-Llama-70B,prime,11,3,1.0000,1.0000,1.0000,M4,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,"half,tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,DA-TD,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,3.3690,"tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,DA-TB,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,3.3634,"tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,DA-BD,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,5.1461,"tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,DA-BB,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,5.1491,"tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,Agg.,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,20,17.0275,"tmID,year"
teams_post,DeepSeek-R1-Distill-Llama-70B,prime,17,3,0.8000,1.0000,0.6667,M4,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,"tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,DA-TD,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,9,10.8961,"playerID,stint,year | stint,tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,DA-TB,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,8,9.7511,"playerID,stint,year | stint,tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,DA-BD,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,10,11.6560,"playerID,stint,year | stint,tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,DA-BB,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,10,11.6493,"playerID,stint,year | stint,tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,Agg.,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,37,43.9525,"playerID,stint,year | stint,tmID,year"
goalies,DeepSeek-R1-Distill-Llama-70B,prime,23,4,0.8571,1.0000,0.7500,M4,0.6667,1.0000,0.5000,0.6667,1.0000,0.5000,,,"playerID,stint,year | stint,tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,DA-TD,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,2.9186,"tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,DA-TB,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,2.9167,"tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,DA-BD,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,4.7776,"tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,DA-BB,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,4.7800,"tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,Agg.,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,20,15.3928,"tmID,year"
team_splits,DeepSeek-R1-Distill-Llama-70B,prime,43,3,0.8000,1.0000,0.6667,M4,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,,,"tmID,year"
